county,urban,hhincome,acres,letter,app
County A,0,18729.711818721826,5.439453459063113,0,0
County A,0,120987.68798676261,0.8656497274804936,0,0
County A,0,19736.594965111293,5.023545203085768,0,0
County A,0,243646.32388014125,2.141368985897437,0,0
County A,0,99180.31010167328,0.935273066308152,0,0
County A,0,41901.905710542305,9.030316613958842,0,0
County A,0,7572.436845021427,5.466326648363132,0,0
County A,1,65090.931735367034,0.18498434239987482,1,0
County A,0,75097.94530062907,5.30836301550595,0,0
County A,0,22444.234690558416,2.316663444378095,0,0
County A,0,34813.21044618554,2.7778886629048114,1,0
County A,0,96421.13834657113,6.340096819834348,0,0
County A,1,64382.43660484981,1.8994520386282046,1,0
County A,1,39286.818420710624,0.0832652060731651,1,0
County A,1,74541.944250749,0.6719136998028344,1,0
County A,0,142630.3676742443,10.627671444815144,0,0
County A,1,63280.24165380033,0.466077667541934,0,0
County A,0,183174.78200745143,2.575055128531702,0,0
County A,0,18315.39373023526,19.48192203559267,0,0
County A,0,81800.11130409729,10.065131389321511,0,0
County A,0,310648.3074520522,4.7472259958754535,1,0
County A,0,196311.25691707502,6.269589975341464,0,0
County A,0,390631.18625590525,34.57370002554874,0,0
County A,0,273582.36318314174,16.233828947957402,0,0
County A,1,184402.3964168284,2.833825073099603,0,0
County A,0,61562.1158860771,4.254122620360167,1,0
County A,1,152142.14514939307,0.46061765577130603,1,0
County A,0,185176.6424678247,5.972383032824455,0,0
County A,0,156978.81243993127,33.8010233447574,0,0
County A,0,123832.1412772239,4.2883767288135335,0,0
County A,0,37678.30203855636,6.807466002827259,0,0
County A,0,70523.12704225065,2.1589258844737773,0,0
County A,0,366515.4444476991,5.0213130902443615,0,0
County A,1,108673.36282984652,0.19260675381613418,0,0
County A,1,75785.59060455608,0.11166121208607105,0,0
County A,0,53358.4905550682,9.59436541637127,0,0
County A,0,110801.84089792185,1.2540755044661063,0,0
County A,0,102241.76295404739,3.005572089971316,0,0
County A,0,112242.71849599725,5.920324974951793,0,0
County A,0,252285.96763284242,11.768038931551706,0,0
County A,0,80606.92660776769,7.269218716984197,0,0
County A,0,117082.90158621815,9.447233427257059,0,0
County A,0,97776.2523060531,8.227339558807387,0,0
County A,0,306816.02816512686,5.1374860523647685,0,0
County A,0,57689.601824791665,4.9678464261668775,0,0
County A,0,45865.7704724905,43.97184930343638,0,0
County A,0,250780.9399569021,5.526736190124932,0,0
County A,0,139516.31634358346,11.251797548683102,1,1
County A,0,76649.58000893968,7.169512360598509,0,0
County A,0,299497.65817708394,6.833259786544652,0,0
County A,0,42364.738379091905,9.328702801134789,0,0
County A,0,20728.44844560972,8.853817705119209,0,0
County A,0,161088.9869570064,3.0522825504550104,0,0
County A,0,87522.38864452673,9.639366426541082,0,0
County A,0,408713.77225506987,1.1018213048138554,0,0
County A,0,245337.22974267384,5.478410301340853,0,0
County A,0,26281.208766312382,8.656217005585273,0,0
County A,0,124114.68894330907,1.503604342567509,0,0
County A,0,303083.6433619839,26.584660375926603,0,0
County A,0,59283.85787370831,3.426761510081006,0,0
County A,1,47677.87232535913,0.6238557264239605,1,0
County A,1,37518.79198164497,1.2483429540235238,0,0
County A,0,75730.96529143325,8.837102876596159,1,0
County A,0,120101.43593980049,8.59131818627644,0,0
County A,0,115539.66087346594,1.9426398717695859,0,0
County A,1,82590.11870570095,3.885299944605365,0,0
County A,0,172551.1797751427,29.316525120457968,0,0
County A,0,105866.52951864495,9.247978646881286,0,0
County A,1,43118.192806611914,1.95495252567012,0,0
County A,0,99874.49975446185,2.150800638691636,0,0
County A,0,112892.24161178085,0.6449320767727559,0,0
County A,1,123629.04990518192,0.21645102253271595,1,0
County A,0,145198.77441401262,1.0532041385529907,1,0
County A,0,137304.81435985654,10.531925721767928,0,0
County A,1,30828.48375545928,0.48627059777676906,1,0
County A,0,527314.6398447077,9.276036678013439,1,1
County A,0,125458.34634332497,21.933380184527344,0,0
County A,0,202869.40348587665,15.453306973050337,0,0
County A,1,26109.446433293077,1.380139364926919,0,0
County A,1,81600.12614567518,0.43516718542645094,0,0
County A,0,286189.5057110198,2.230251975133378,0,0
County A,0,36490.019977985554,53.52422974706223,0,0
County A,0,148493.18620604184,15.426290665422503,0,0
County A,1,8818.368732751143,0.3664702351854841,1,0
County A,0,337020.31642883806,4.281620019373394,0,0
County A,0,245026.16206007553,1.6335500418240196,0,0
County A,0,38434.21107183931,10.350489785824491,0,0
County A,0,444044.5736215511,3.8744296246276857,0,0
County A,0,60125.280090377346,5.015825520623905,1,0
County A,0,128871.13826058802,12.674669338676827,0,0
County A,0,17615.777116006353,31.94186446136191,0,0
County A,0,27611.363416301294,6.799366751575514,0,0
County A,1,310065.16752649914,0.26306470347510347,0,0
County A,1,218331.49822198902,0.3090073188084468,1,0
County A,1,55856.30456090489,0.18476325286068032,1,0
County A,0,133958.31042820038,3.4832299423931827,0,0
County A,0,25464.397483464345,3.6102399607961053,0,0
County A,0,109493.2006788613,17.20230933551942,0,0
County A,0,53914.77036681877,6.885638685945642,1,0
County A,0,149053.42355871043,8.641316170400314,0,1
County A,0,10920.202817036828,12.39106709008182,0,0
County A,0,851193.5572937765,5.058929183451813,0,0
County A,0,131355.19389421606,2.413607960849243,0,0
County A,1,22115.003664767653,0.07482496244969708,1,0
County A,1,42619.457217152805,0.3938430108921092,0,0
County A,0,100985.76261763541,13.45128033685531,0,0
County A,0,372124.2511999334,5.062242797039047,0,0
County A,0,150800.28708684404,4.00818020887222,0,0
County A,1,30842.40452263775,0.5905946430188656,1,0
County A,1,142919.4384900852,2.60951418573758,0,0
County A,0,47076.94474394202,19.608827897755425,0,0
County A,1,206852.3738869429,0.19656954637197194,0,0
County A,0,132400.26636043235,10.64912871563198,0,0
County A,0,914269.9150133724,24.472513719932653,0,0
County A,0,64711.88100363051,9.186923181534889,0,0
County A,0,23545.701216846453,6.828215759391724,0,0
County A,0,263787.32694533316,3.036837907469142,0,0
County A,0,99373.68171414104,10.559850635241828,0,0
County A,0,402165.30854205065,0.4320615865903222,0,0
County A,0,63435.78683364311,3.6500922764682917,0,0
County A,0,252879.92432817278,1.9248655244910582,0,0
County A,0,19547.35813008058,5.700187710399686,0,0
County A,1,134963.89733985948,0.17807491707072734,0,0
County A,0,79266.47684574117,9.810063369416822,0,0
County A,0,158143.71442578916,1.593218332168191,0,0
County A,0,169443.55127105612,10.531323030222094,0,0
County A,0,183510.39781542012,3.675872305374544,1,0
County A,1,81214.88968245081,0.11770015818255415,1,0
County A,0,142002.07782098977,4.300425713232192,0,0
County A,0,54130.510399259605,7.454303639557135,0,0
County A,0,31845.378712563786,7.116937698866414,0,0
County A,0,58729.786246324365,3.815746381044745,0,0
County A,0,59500.91266599208,1.9050936522572102,0,0
County A,0,60797.45740043968,25.776613422269,0,0
County A,0,242546.42299467046,5.924533450342419,1,0
County A,0,92796.67860767455,3.393660385284773,0,0
County A,1,129758.9462266418,0.1255947686158345,1,0
County A,0,39320.86736354829,1.0976702693897524,0,0
County A,1,121729.87350929614,1.654704594468429,1,0
County A,0,254775.11112394548,15.849307113581972,0,0
County A,0,88522.36079227702,3.668932076246905,0,0
County A,0,65587.04040542843,14.565935947201188,0,0
County A,0,31961.8998107775,0.8412896580941868,0,0
County A,1,28270.623006731283,0.9621733675750839,1,0
County A,0,59692.8447667599,1.8652227835999051,0,0
County A,1,187171.461403777,1.3589422163448996,0,0
County A,0,165401.6556414957,2.9582870469093003,0,0
County A,0,57226.6414820986,8.150085585376967,1,0
County A,1,37474.57104129663,0.559426724645805,1,0
County A,0,121659.54869181225,3.731666009086728,0,0
County A,1,29940.033488066478,0.21464851590760667,0,0
County A,0,44985.62510210206,0.829674906010078,0,0
County A,0,51699.088427139206,2.3050018763626166,1,1
County A,0,35034.135756791045,11.828999625329677,1,0
County A,0,50023.42976132026,10.582427804688363,0,0
County A,1,94559.26597840495,0.8605484863544257,1,0
County A,0,43610.6304969951,19.503089574151016,0,0
County A,0,27816.16565946124,6.404527618316203,0,0
County A,0,63181.97945415523,5.602532214153234,0,0
County A,0,75907.06337063966,9.069706170995017,0,0
County A,0,90281.42935805071,4.701470342487141,0,0
County A,0,108951.88101510158,4.041229559457016,1,0
County A,0,173428.84963458887,1.5255063105596867,0,0
County A,0,9669.03298779976,3.9604036702469374,0,0
County A,0,261821.48377574992,2.7084934817079187,0,0
County A,0,331601.2397279043,5.637059860981107,0,0
County A,0,309076.4265169514,16.162495442192363,0,0
County A,0,74266.90839978556,1.1694842050465208,1,0
County A,1,28757.797396086647,0.7337380063845349,0,0
County A,0,80903.05821250315,7.074819098365272,0,0
County A,0,120051.5191377316,13.909376850735162,0,0
County A,0,194301.3032438169,19.689067141126703,0,0
County A,0,81068.17311262917,30.658651444109946,0,0
County A,0,65035.45911116116,6.340975181577205,0,0
County A,0,67298.36417036907,9.544519747759514,0,0
County A,0,1752939.143750206,5.642139568259,0,0
County A,1,110725.3206975927,0.4586263727674862,0,0
County A,0,35651.668113041465,4.799599932139901,0,0
County A,1,6740.477543143493,0.484327393219728,1,0
County A,0,72317.72784687794,0.8920895113099645,0,0
County A,0,115272.74458866817,3.5634200847681137,0,0
County A,0,87324.79662917973,1.6886797110638352,0,0
County A,0,87108.30129278089,8.097438830441604,0,0
County A,0,68943.52395721107,5.778057446046435,0,0
County A,0,192042.08546842876,4.405853374402352,0,0
County A,1,136561.8422108565,0.05749160652527204,0,0
County A,0,45504.93882035797,40.99341112683051,0,0
County A,1,33130.64957159731,4.483564633240404,1,0
County A,1,82613.0576609475,0.08744914196207658,0,0
County A,0,150476.96227089802,10.34551346709343,0,0
County A,0,174953.32964354867,5.025540929968365,0,0
County A,0,153609.78011143467,5.714527864714119,0,0
County A,0,188049.873187508,62.79587638805216,0,0
County A,0,324594.04152036743,37.7010560263433,1,0
County A,0,712760.6958341947,23.03223111146576,0,0
County A,1,60578.65119726684,2.4315703029972546,0,0
County A,0,77857.92201017214,20.0918994687844,0,0
County A,0,56387.534628670444,2.7923497313563113,0,0
County A,0,50621.303700754484,36.58613951235185,0,0
County A,1,5886.423583606834,0.09398855461062411,0,0
County A,0,16116.281195117679,2.264703827517721,0,0
County A,1,7696.83860890804,0.5424779854675199,0,0
County A,1,66767.9910951693,0.45797658651469225,1,0
County A,0,25530.147694768115,2.1569567008710147,0,0
County A,0,188650.1890543993,4.310787789759874,0,0
County A,1,49114.141928454876,0.6423442537471656,0,0
County A,0,594598.8385174143,1.7672528300005672,0,0
County A,1,6067.130743969601,2.28433362682207,1,0
County A,0,40679.97932077353,24.935992475904268,0,0
County A,0,498881.4554743266,4.884219606439998,0,0
County A,0,89072.05109257936,9.255729624635924,0,0
County A,0,8165.961507031629,2.3663762234977335,0,0
County A,0,110895.42103540774,4.856689542813516,0,0
County A,0,20367.64757975539,7.258638770738172,0,0
County A,0,222798.99650812097,3.1223778921466594,0,0
County A,0,17320.988512419004,8.164639747660848,0,0
County A,0,52537.68195698017,5.139937534977544,0,0
County A,0,19323.73369987649,11.410109902722342,0,0
County A,0,308179.1511656706,18.595607090484208,0,0
County A,0,61063.84615568124,29.355206391325414,0,0
County A,0,127178.09750436079,11.212586824615432,0,0
County A,0,97014.15673050866,20.015681296762228,0,0
County A,0,341724.90583086095,2.2211239105316376,0,0
County A,0,235528.5959126184,17.82290864931339,0,0
County A,0,166301.01024520514,3.1420138279290906,0,0
County A,1,62809.02997751878,0.1113642154821893,0,0
County A,1,91910.68908174554,0.1874344152085027,0,0
County A,0,102382.64105195209,2.858224545878965,0,0
County A,0,85600.44746856253,2.528801079326546,0,0
County A,0,157550.2470607979,24.206273795904167,0,0
County A,0,11973.209615464808,2.669315157219804,0,0
County A,0,219076.42775440202,40.119374171055966,0,0
County A,0,105962.56204012198,1.7759128099991295,0,0
County A,1,87646.64882875963,0.8123735768489805,0,0
County A,0,160774.82233484613,6.5605242942888555,0,0
County A,0,77438.0792806005,5.591103972419298,1,0
County A,0,25218.886089568434,3.9389908939190423,0,0
County A,0,112306.09277312542,2.1271206296776293,0,0
County A,0,87772.62430428351,17.25555212090502,0,0
County A,0,152879.72767571665,16.641870841396273,0,0
County A,0,204611.0635753014,5.606937235761813,0,0
County A,0,136995.93926670312,1.2061644189760423,0,0
County A,0,550316.5158902683,12.63780432899459,0,0
County A,0,223432.9867953829,21.082751073376862,0,0
County A,0,121268.97912925159,2.8200405371367925,0,0
County A,0,120342.8912189775,17.717638862563003,0,0
County A,1,97490.4267956037,0.38337449235326604,0,0
County A,1,458712.0160262794,2.553448902594326,0,0
County A,0,107498.82714349637,20.446295258351274,0,0
County A,0,166841.70331434844,11.218878157535867,0,0
County A,0,92415.16983541718,2.7471499371940205,0,0
County A,0,301755.25922634517,11.472105243157154,0,0
County A,0,67594.27194557076,16.600237310372282,0,0
County A,1,51051.051632182265,0.3244541586847415,1,0
County A,0,106282.32238302378,0.9349640331259347,0,0
County A,0,28748.43340689029,8.43293392434856,0,0
County A,0,16003.070401659052,52.58202274485256,0,0
County A,0,170657.40368890614,15.421475678548829,0,0
County A,1,48287.73090662059,0.7091290434884288,0,0
County A,0,82211.45234645567,4.537873538966232,0,0
County A,0,14231.688796229397,9.124802115992203,0,0
County A,0,54124.38480319633,0.23593098190630865,0,0
County A,0,92873.09457784636,2.183487566867792,1,0
County A,0,73266.48685120937,5.0976338084709,0,0
County A,0,36732.9665928333,7.490443169392287,0,0
County A,0,174567.1488183376,12.464092508401809,1,0
County A,0,47585.549473949126,44.72492567985205,0,0
County A,1,49938.24026444273,4.136588419961968,0,0
County A,0,111409.0046031375,20.92152188850364,0,0
County A,0,662316.3414504791,8.512519260079268,1,0
County A,0,47931.05295550451,0.9526292095573536,0,0
County A,0,29249.371459514805,8.494523738410898,0,0
County A,0,21932.60916213162,7.521348856609077,0,0
County A,1,61869.52239274041,0.794977150867895,1,0
County A,1,13789.138328120736,0.24666190588135106,1,0
County A,0,76471.03134251456,5.0749743805906675,0,0
County A,0,115431.94034629116,21.753571313616852,1,0
County A,0,235452.45274450938,45.93741512144617,0,0
County A,0,68306.92443094497,1.1402387921836727,0,0
County A,1,28546.68806708443,1.214603486073463,1,0
County A,0,203382.6980594134,5.835200799445244,0,0
County A,1,137858.20509776453,0.23591623168700845,0,0
County A,0,5160.942090381746,10.76513791449642,0,0
County A,0,140277.18575568422,4.6091654498936725,0,0
County A,0,89332.58127432852,9.197006794812568,0,0
County A,0,233042.14092677814,3.268826929951417,0,0
County A,0,72923.87750036099,2.110873556611013,0,0
County A,0,61617.19745616634,19.160329063777255,1,0
County A,0,26469.417491825996,4.354547269362848,1,0
County A,1,68372.41738459449,0.49717908243374975,1,0
County A,0,94947.77308433726,7.041561212096694,0,0
County A,1,104516.40568961753,0.14315668667769346,0,0
County A,0,27111.72819946541,4.962909227606491,0,0
County A,0,105334.52661256402,1.0324547360249599,0,0
County A,0,33324.13848299771,5.772592254656835,1,0
County A,0,321551.0067127618,1.6114597760726552,0,0
County A,0,153421.706054725,8.395644772334197,0,0
County A,0,89439.08581285314,1.3922086304490426,0,0
County A,0,177416.4452755413,6.898990297026067,0,0
County A,0,53929.73746035409,27.49686092576674,0,0
County A,0,60685.27131920458,5.320522626077477,0,0
County A,0,24423.823559242126,6.22734138586869,0,0
County A,0,35281.170673555825,2.5000065730210683,1,0
County A,0,205963.84278892522,0.673074493544944,0,0
County A,0,791549.4332658988,8.639001309339742,0,0
County A,0,77433.91224094793,9.497616162624375,0,0
County A,0,342917.12941610505,2.126769437130589,0,0
County A,0,411955.072180934,9.551617185278552,0,0
County A,1,66668.52466506799,0.7663728925117522,1,0
County A,0,41229.177142394634,6.328625907579317,0,0
County A,0,79123.9858424624,20.133067955565693,0,0
County A,0,123590.80362350431,21.962940592292178,0,0
County A,0,83282.26980026258,5.762537270284498,0,0
County A,1,32229.59243775454,0.28996813188191156,1,0
County A,1,43414.55962352236,0.07829121134909404,0,0
County A,1,20730.778787560106,0.5976256586820902,1,0
County A,1,84845.3985148271,0.13692636685311801,0,0
County A,0,64597.569226477775,1.5849595052867245,0,0
County A,0,43350.74746694343,3.658152741475888,1,1
County A,0,50199.198798785044,3.712665168508202,0,0
County A,1,80183.40563455585,0.12572817203116354,0,0
County A,0,109894.96491060586,4.1698215284317,0,0
County A,1,11419.071899654393,1.1473729630811162,0,0
County A,0,206589.05977634125,12.484836306708123,1,1
County A,0,42782.03340191533,5.728777313155894,0,0
County A,0,14156.433582335063,2.526417165696915,0,0
County A,1,102934.95031987263,0.4978559889381912,1,0
County A,0,22575.31133023137,27.549742631633734,0,0
County A,0,180368.68997581373,9.839270745134606,0,0
County A,0,81089.1707789757,36.178569074714034,1,1
County A,0,195928.75375208588,1.7579622052946078,0,0
County A,0,49159.242753362516,2.6096039063762695,0,0
County A,0,107345.81373399941,4.7699223559655435,0,0
County A,0,259452.60964607188,1.8161193509168578,0,0
County A,0,63259.76634163393,2.5561747677124207,0,0
County A,0,416574.71470566036,2.6046391085983185,0,0
County A,0,37304.8132291069,0.8615086569516288,0,0
County A,0,184559.50646633742,1.4366978791622855,0,0
County A,0,35343.37677910323,0.44259878525553614,1,0
County A,0,272760.6257970273,12.649234737031092,0,0
County A,0,135923.1956368882,1.4121143507825358,0,0
County A,1,71990.14850972377,0.08809126281237427,1,0
County A,0,232959.48492159852,3.4456230414280125,1,0
County A,0,5654.115757723915,15.534073612385507,0,0
County A,1,270358.8844891018,0.4882226401931035,0,0
County A,0,308924.4471566968,3.409287783530301,0,0
County A,0,38038.35949275812,3.722246497242731,0,0
County A,0,296620.40126426064,3.352565509366827,0,0
County A,1,2958.222907282647,0.6111776921398892,1,0
County A,0,123012.86188028101,16.945046996512378,0,0
County A,0,36429.33184659961,18.645582337412776,0,1
County A,0,51992.43379318652,18.27516055336523,0,0
County A,1,44042.78720830479,0.15238073220227227,1,0
County A,0,140388.82375949086,6.93388221131014,0,0
County A,0,62479.74114055262,7.359527587884669,0,0
County A,0,190194.056586656,6.53493117581999,0,0
County A,0,191612.1760948117,2.7455979457744335,0,0
County A,0,93748.72735039024,20.60624985624038,1,0
County A,0,131891.69968787063,38.21680110941458,1,0
County A,1,70086.77554306733,0.2815515077910173,1,0
County A,0,20834.294700586128,13.56925357032847,0,0
County A,0,19895.82222561108,2.7367679104313476,0,0
County A,0,73415.58403392,3.144370107911432,1,0
County A,0,23260.110032859007,6.712320907842171,0,0
County A,0,17159.33131568133,4.0886418311360835,1,0
County A,0,280834.37205616524,18.463223650264997,0,0
County A,0,487783.00565611804,6.432427294244353,0,0
County A,0,159808.4455999918,13.557496698971095,0,0
County A,1,64541.87802126893,0.7265791750829428,0,0
County A,0,98234.39211786179,5.376417269082703,0,0
County A,0,33805.063324381255,0.8708776118032558,0,0
County A,0,23797.03024588563,2.0928059519194284,0,0
County A,0,46514.28899867706,7.149639514849697,0,0
County A,0,531807.7438922821,1.441091484582502,0,0
